ISO3,Country,2015
VCT,Saint Vincent and the Grenadines,22.29
LKA,Sri Lanka,22.57
LCA,Saint Lucia,22.7
VCT,Saint Vincent and the Grenadines,22.72
LCA,Saint Lucia,22.72
MNE,Montenegro,22.72
MOZ,Mozambique,22.73
GRD,Grenada,22.78
LAO,Lao People's Democratic Republic,22.86
AZE,Azerbaijan,22.87
BWA,Botswana,22.93
BRB,Barbados,22.94
CUB,Cuba,22.94
GUY,Guyana,22.95
TTO,Trinidad and Tobago,23
POL,Poland,23.05
BGR,Bulgaria,23.14
VNM,Viet Nam,23.23
MNE,Montenegro,23.31
NIC,Nicaragua,23.45
CHL,Chile,23.5
BWA,Botswana,23.58
ZWE,Zimbabwe,23.64
BWA,Botswana,23.75
TZA,United Republic of Tanzania,23.76
KGZ,Kyrgyzstan,23.82
KEN,Kenya,23.89
NIC,Nicaragua,23.97
NAM,Namibia,24
TTO,Trinidad and Tobago,24.07
ZAF,South Africa,24.09
UZB,Uzbekistan,24.11
POL,Poland,24.13
NIC,Nicaragua,24.36
BRB,Barbados,24.51
LSO,Lesotho,24.51
MEX,Mexico,24.52
PHL,Philippines,24.52
LSO,Lesotho,24.61
ZWE,Zimbabwe,24.64
MWI,Malawi,24.65
MEX,Mexico,24.8
MEX,Mexico,24.82
BRB,Barbados,24.92
ZWE,Zimbabwe,25.12
VNM,Viet Nam,25.12
BOL,Bolivia (Plurinational State of),25.21
LSO,Lesotho,25.3
KAZ,Kazakhstan,25.32
MAR,Morocco,25.49
KHM,Cambodia,25.52
PER,Peru,25.71
KOR,Republic of Korea,25.84
MWI,Malawi,25.87
MAR,Morocco,25.87
CHL,Chile,25.88
SRB,Serbia,25.93
KEN,Kenya,25.99
KHM,Cambodia,26.04
MWI,Malawi,26.06
BOL,Bolivia (Plurinational State of),26.23
MAR,Morocco,26.23
ARM,Armenia,26.24
SUR,Suriname,26.38
GUY,Guyana,26.51
KEN,Kenya,26.66
KOR,Republic of Korea,26.74
ZAF,South Africa,26.79
KOR,Republic of Korea,26.85
SRB,Serbia,26.88
GEO,Georgia,27.03
TZA,United Republic of Tanzania,27.13
SRB,Serbia,27.2
BIH,Bosnia and Herzegovina,27.43
NAM,Namibia,27.71
BOL,Bolivia (Plurinational State of),27.76
KGZ,Kyrgyzstan,28
TZA,United Republic of Tanzania,28.27
KHM,Cambodia,28.35
UZB,Uzbekistan,28.48
HND,Honduras,28.51
HND,Honduras,28.53
HND,Honduras,28.55
MKD,The former Yugoslav Republic of Macedonia,28.68
ETH,Ethiopia,28.88
ZMB,Zambia,29.35
SUR,Suriname,29.37
PER,Peru,29.42
THA,Thailand,29.53
ETH,Ethiopia,29.57
ETH,Ethiopia,29.85
DZA,Algeria,30.26
TUN,Tunisia,30.41
LBN,Lebanon,30.8
ZMB,Zambia,30.82
THA,Thailand,30.93
BIH,Bosnia and Herzegovina,30.99
TUN,Tunisia,31.06
DZA,Algeria,31.09
ZMB,Zambia,31.51
MNG,Mongolia,31.81
TJK,Tajikistan,31.82
LBN,Lebanon,31.82
LBN,Lebanon,31.83
SLV,El Salvador,32.02
PER,Peru,32.03
SLV,El Salvador,32.12
SLV,El Salvador,32.24
MKD,The former Yugoslav Republic of Macedonia,32.61
TUN,Tunisia,32.71
SSD,South Sudan,32.91
THA,Thailand,33
SSD,South Sudan,33.08
SSD,South Sudan,33.1
GTM,Guatemala,33.55
DJI,Djibouti,33.79
GTM,Guatemala,33.81
BIH,Bosnia and Herzegovina,33.82
TKM,Turkmenistan,33.86
DJI,Djibouti,33.87
DJI,Djibouti,33.88
IRN,Iran (Islamic Republic of),33.88
UZB,Uzbekistan,33.99
ARM,Armenia,34.03
GTM,Guatemala,34.15
DZA,Algeria,34.47
IRN,Iran (Islamic Republic of),34.55
JOR,Jordan,34.95
TJK,Tajikistan,35.03
ERI,Eritrea,35.04
IRN,Iran (Islamic Republic of),35.07
MMR,Myanmar,35.42
JOR,Jordan,35.44
MMR,Myanmar,35.46
TUR,Turkey,35.46
MMR,Myanmar,35.68
BEN,Benin,35.94
SYR,Syrian Arab Republic,35.99
TUR,Turkey,36.07
STP,Sao Tome and Principe,36.48
STP,Sao Tome and Principe,36.54
BTN,Bhutan,36.55
BDI,Burundi,36.67
GNQ,Equatorial Guinea,36.75
STP,Sao Tome and Principe,36.85
BDI,Burundi,36.91
MKD,The former Yugoslav Republic of Macedonia,36.91
GNQ,Equatorial Guinea,36.93
ERI,Eritrea,37.06
TUR,Turkey,37.06
BTN,Bhutan,37.19
BTN,Bhutan,37.31
GAB,Gabon,37.32
BDI,Burundi,37.39
SYR,Syrian Arab Republic,37.73
ERI,Eritrea,37.87
BEN,Benin,37.91
UGA,Uganda,38.13
GNQ,Equatorial Guinea,38.17
GAB,Gabon,38.19
RWA,Rwanda,38.33
RWA,Rwanda,38.58
UGA,Uganda,38.61
RWA,Rwanda,38.67
GAB,Gabon,38.75
AGO,Angola,39.19
AGO,Angola,39.63
BEN,Benin,39.65
JOR,Jordan,39.67
TGO,Togo,39.93
MNG,Mongolia,40.14
UGA,Uganda,40.49
TGO,Togo,40.69
SDN,Sudan,40.76
AGO,Angola,40.77
SDN,Sudan,40.85
SDN,Sudan,40.88
OMN,Oman,40.9
TGO,Togo,41.91
COG,Congo,41.97
CAF,Central African Republic,42.06
PRK,Democratic People's Republic of Korea,42.09
CAF,Central African Republic,42.13
CAF,Central African Republic,42.14
YEM,Yemen,42.68
ARE,United Arab Emirates,42.77
COD,Democratic Republic of the Congo,43.02
OMN,Oman,43.06
LBR,Liberia,43.23
COD,Democratic Republic of the Congo,43.56
LBR,Liberia,43.78
NGA,Nigeria,43.91
COG,Congo,43.98
YEM,Yemen,44
LBR,Liberia,44.37
BFA,Burkina Faso,44.4
COD,Democratic Republic of the Congo,44.49
YEM,Yemen,44.67
OMN,Oman,44.81
PRK,Democratic People's Republic of Korea,45.09
LBY,Libya,45.13
GHA,Ghana,45.18
BFA,Burkina Faso,45.24
SLE,Sierra Leone,45.38
ARE,United Arab Emirates,45.38
BFA,Burkina Faso,45.41
GIN,Guinea,45.59
GIN,Guinea,45.92
ARM,Armenia,45.93
COG,Congo,45.96
SLE,Sierra Leone,45.99
PRK,Democratic People's Republic of Korea,46.16
ARE,United Arab Emirates,46.19
SYR,Syrian Arab Republic,46.24
GIN,Guinea,46.58
TJK,Tajikistan,46.82
SLE,Sierra Leone,47.4
GHA,Ghana,48.12
CIV,Côte d’Ivoire,48.14
LBY,Libya,48.19
GNB,Guinea-Bissau,48.65
LBY,Libya,49.27
GNB,Guinea-Bissau,49.28
CIV,Côte d’Ivoire,49.46
GHA,Ghana,49.48
GNB,Guinea-Bissau,49.96
SWE,Sweden,5.51
FIN,Finland,5.82
CAN,Canada,5.93
CHN,China,50.74
CIV,Côte d’Ivoire,50.82
GMB,Gambia,52.41
AFG,Afghanistan,52.66
NGA,Nigeria,52.93
MLI,Mali,53.55
GMB,Gambia,53.57
PAK,Pakistan,53.84
MLI,Mali,54.02
MLI,Mali,54.33
GMB,Gambia,54.38
CHN,China,54.84
AFG,Afghanistan,54.89
SEN,Senegal,55.4
SEN,Senegal,56
PAK,Pakistan,56.07
SEN,Senegal,56.53
TCD,Chad,56.6
TCD,Chad,57.1
BGD,Bangladesh,57.19
CMR,Cameroon,57.32
CMR,Cameroon,57.72
IRQ,Iraq,57.75
CMR,Cameroon,58.18
MNG,Mongolia,58.27
CHN,China,58.64
IND,India,58.83
TCD,Chad,59.34
PAK,Pakistan,59.37
NGA,Nigeria,59.39
IRQ,Iraq,59.4
SWE,Sweden,6.1
FIN,Finland,6.27
AUS,Australia,6.39
SWE,Sweden,6.42
NZL,New Zealand,6.51
ISL,Iceland,6.76
ISL,Iceland,6.76
ISL,Iceland,6.76
EST,Estonia,6.81
NZL,New Zealand,6.84
NZL,New Zealand,6.92
NOR,Norway,6.96
CPV,Cabo Verde,60.62
IRQ,Iraq,60.69
CPV,Cabo Verde,60.98
BGD,Bangladesh,61.1
KWT,Kuwait,61.74
CPV,Cabo Verde,61.79
BGD,Bangladesh,62.39
SAU,Saudi Arabia,62.95
AFG,Afghanistan,62.99
SAU,Saudi Arabia,64.67
MRT,Mauritania,65.43
EGY,Egypt,65.54
IND,India,65.93
BHR,Bahrain,66.54
BHR,Bahrain,66.56
BHR,Bahrain,66.58
NER,Niger,67.08
KWT,Kuwait,67.82
MRT,Mauritania,68.62
SAU,Saudi Arabia,68.96
NRU,Nauru,7.03
NRU,Nauru,7.03
FIN,Finland,7.03
TUV,Tuvalu,7.2
TUV,Tuvalu,7.2
BRN,Brunei Darussalam,7.26
BRN,Brunei Darussalam,7.32
AUS,Australia,7.35
PLW,Palau,7.37
PLW,Palau,7.46
PLW,Palau,7.5
AUS,Australia,7.5
USA,United States of America,7.5
COK,Cook Islands,7.57
COK,Cook Islands,7.57
EST,Estonia,7.57
CAN,Canada,7.63
NOR,Norway,7.65
BRN,Brunei Darussalam,7.7
NIU,Niue,7.91
NIU,Niue,7.91
EST,Estonia,7.96
CAN,Canada,7.97
KWT,Kuwait,70.13
NER,Niger,70.28
NER,Niger,70.81
EGY,Egypt,71.11
NPL,Nepal,71.21
EGY,Egypt,71.82
MRT,Mauritania,72.88
NPL,Nepal,73.94
IND,India,74.19
NPL,Nepal,79.85
NRU,Nauru,8.33
KNA,Saint Kitts and Nevis,8.45
KNA,Saint Kitts and Nevis,8.5
IRL,Ireland,8.53
KNA,Saint Kitts and Nevis,8.56
NOR,Norway,8.56
USA,United States of America,8.58
SMR,San Marino,8.66
SMR,San Marino,8.66
PRT,Portugal,8.73
USA,United States of America,8.83
QAT,Qatar,80.51
QAT,Qatar,87.68
QAT,Qatar,88.81
PRT,Portugal,9.2
GBR,United Kingdom of Great Britain and Northern Ireland,9.22
ESP,Spain,9.32
IRL,Ireland,9.35
URY,Uruguay,9.6
RUS,Russian Federation,9.6
AND,Andorra,9.62
MUS,Mauritius,9.77
CHE,Switzerland,9.77
LUX,Luxembourg,9.79
URY,Uruguay,9.86
URY,Uruguay,9.88
IRL,Ireland,9.88
DNK,Denmark,9.95
MHL,Marshall Islands,10.13
MHL,Marshall Islands,10.13
CHE,Switzerland,10.24
DNK,Denmark,10.31
WSM,Samoa,10.32
FSM,Micronesia (Federated States of),10.35
MUS,Mauritius,10.36
FJI,Fiji,10.43
FSM,Micronesia (Federated States of),10.44
VUT,Vanuatu,10.49
WSM,Samoa,10.5
TON,Tonga,10.51
FSM,Micronesia (Federated States of),10.53
SLB,Solomon Islands,10.54
BEL,Belgium,10.64
SLB,Solomon Islands,10.66
VUT,Vanuatu,10.69
TON,Tonga,10.74
WSM,Samoa,10.75
KIR,Kiribati,10.81
FJI,Fiji,10.85
KIR,Kiribati,10.89
JPN,Japan,10.9
TON,Tonga,10.93
AND,Andorra,11
ESP,Spain,11
DNK,Denmark,11.08
ARG,Argentina,11.17
MUS,Mauritius,11.2
RUS,Russian Federation,11.21
MLT,Malta,11.24
FJI,Fiji,11.24
KIR,Kiribati,11.26
PNG,Papua New Guinea,11.26
PNG,Papua New Guinea,11.34
DNK,Denmark,11.36
ESP,Spain,11.38
VUT,Vanuatu,11.39
ARG,Argentina,11.42
FRA,France,11.46
MDV,Maldives,11.46
LUX,Luxembourg,11.67
LTU,Lithuania,11.68
MDV,Maldives,11.79
LVA,Latvia,11.8
GBR,United Kingdom of Great Britain and Northern Ireland,11.83
LUX,Luxembourg,11.87
AND,Andorra,11.92
DEU,Germany,11.94
SLB,Solomon Islands,11.94
GBR,United Kingdom of Great Britain and Northern Ireland,11.96
ARG,Argentina,12.14
CHE,Switzerland,12.38
AUT,Austria,12.47
PNG,Papua New Guinea,12.48
NLD,Netherlands,12.54
LTU,Lithuania,12.6
CHE,Switzerland,12.64
MDV,Maldives,12.65
ITA,Italy,12.68
JPN,Japan,12.76
RUS,Russian Federation,12.85
JPN,Japan,13.06
BRA,Brazil,13.32
DEU,Germany,13.38
SYC,Seychelles,13.58
SYC,Seychelles,13.63
DEU,Germany,13.66
FRA,France,13.68
LTU,Lithuania,13.75
DOM,Dominican Republic,13.77
SYC,Seychelles,13.8
NLD,Netherlands,13.85
NLD,Netherlands,13.91
GRC,Greece,13.92
MYS,Malaysia,13.99
MCO,Monaco,14.03
MCO,Monaco,14.03
SGP,Singapore,14.07
BRA,Brazil,14.1
JAM,Jamaica,14.12
BRA,Brazil,14.24
PRY,Paraguay,14.25
AUT,Austria,14.26
PRY,Paraguay,14.31
PRY,Paraguay,14.34
LVA,Latvia,14.49
BHS,Bahamas,14.51
UKR,Ukraine,14.52
FRA,France,14.58
COM,Comoros,14.64
COM,Comoros,14.65
COM,Comoros,14.67
BEL,Belgium,14.73
BEL,Belgium,14.84
JAM,Jamaica,14.88
ROU,Romania,14.88
MDA,Republic of Moldova,14.98
PAN,Panama,15.09
AUT,Austria,15.16
MDG,Madagascar,15.21
MDG,Madagascar,15.28
PAN,Panama,15.31
JAM,Jamaica,15.36
MDG,Madagascar,15.37
SGP,Singapore,15.45
SGP,Singapore,15.45
IDN,Indonesia,15.51
CYP,Cyprus,15.52
ATG,Antigua and Barbuda,15.53
MLT,Malta,15.59
MLT,Malta,15.6
HTI,Haiti,15.82
MDA,Republic of Moldova,15.87
UKR,Ukraine,15.9
PAN,Panama,15.93
DOM,Dominican Republic,16.02
CZE,Czechia,16.06
BHS,Bahamas,16.08
ROU,Romania,16.25
TLS,Timor-Leste,16.25
MYS,Malaysia,16.38
HUN,Hungary,16.43
MDA,Republic of Moldova,16.54
DOM,Dominican Republic,16.54
CUB,Cuba,16.62
TLS,Timor-Leste,16.68
KAZ,Kazakhstan,16.76
IDN,Indonesia,16.83
LVA,Latvia,16.83
BLR,Belarus,16.88
GRC,Greece,16.92
UKR,Ukraine,16.95
SVN,Slovenia,16.95
MYS,Malaysia,17.08
HTI,Haiti,17.31
BHS,Bahamas,17.35
ROU,Romania,17.43
ITA,Italy,17.6
HUN,Hungary,17.61
CYP,Cyprus,17.64
CZE,Czechia,17.75
GRC,Greece,18.03
DMA,Dominica,18.03
HRV,Croatia,18.05
SVN,Slovenia,18.06
TKM,Turkmenistan,18.07
ITA,Italy,18.13
TLS,Timor-Leste,18.16
IDN,Indonesia,18.18
HUN,Hungary,18.24
CZE,Czechia,18.24
KAZ,Kazakhstan,18.43
CHL,Chile,18.55
SVK,Slovakia,18.58
SVN,Slovenia,18.65
CYP,Cyprus,18.68
LCA,Saint Lucia,18.78
COL,Colombia,18.82
GEO,Georgia,18.99
BLR,Belarus,19.05
PHL,Philippines,19.06
NAM,Namibia,19.12
HRV,Croatia,19.16
HTI,Haiti,19.23
CUB,Cuba,19.38
CRI,Costa Rica,19.41
VNM,Viet Nam,19.44
COL,Colombia,19.46
CRI,Costa Rica,19.46
CRI,Costa Rica,19.63
HRV,Croatia,19.63
TKM,Turkmenistan,19.66
LAO,Lao People's Democratic Republic,19.67
VCT,Saint Vincent and the Grenadines,19.68
AZE,Azerbaijan,19.77
SVK,Slovakia,19.78
SWZ,Eswatini,19.89
ALB,Albania,19.9
ECU,Ecuador,19.92
DMA,Dominica,20.05
ECU,Ecuador,20.07
COL,Colombia,20.09
ECU,Ecuador,20.17
SWZ,Eswatini,20.26
GRD,Grenada,20.3
BLZ,Belize,20.31
SVK,Slovakia,20.32
SWZ,Eswatini,20.37
ATG,Antigua and Barbuda,20.37
SUR,Suriname,20.39
BLZ,Belize,20.44
ATG,Antigua and Barbuda,20.44
BLZ,Belize,20.46
LAO,Lao People's Democratic Republic,20.66
DMA,Dominica,20.73
ZAF,South Africa,20.77
ISR,Israel,20.77
ALB,Albania,20.82
LKA,Sri Lanka,20.87
GUY,Guyana,20.87
BGR,Bulgaria,20.97
MOZ,Mozambique,21.1
BLR,Belarus,21.21
POL,Poland,21.45
VEN,Venezuela (Bolivarian Republic of),21.46
TTO,Trinidad and Tobago,21.6
VEN,Venezuela (Bolivarian Republic of),21.61
LKA,Sri Lanka,21.63
KGZ,Kyrgyzstan,21.75
VEN,Venezuela (Bolivarian Republic of),21.8
CHL,Chile,21.88
PHL,Philippines,21.89
ISR,Israel,21.94
LAO,Lao People's Democratic Republic,21.95
ISR,Israel,22.01
AZE,Azerbaijan,22.17
MOZ,Mozambique,22.21
GRD,Grenada,22.27
VCT,Saint Vincent and the Grenadines,22.33
BGR,Bulgaria,22.35
ALB,Albania,22.36
SOM,Somalia,22.4
LKA,Sri Lanka,22.4
TTO,Trinidad and Tobago,22.49
VNM,Viet Nam,22.57
GRD,Grenada,22.6
NAM,Namibia,22.62
GUY,Guyana,22.66
VCT,Saint Vincent and the Grenadines,22.68
LSO,Lesotho,22.72
LCA,Saint Lucia,22.75
LSO,Lesotho,22.83
LCA,Saint Lucia,22.85
ZAF,South Africa,22.91
MAR,Morocco,22.93
MNE,Montenegro,22.93
BRB,Barbados,22.96
CUB,Cuba,22.98
MOZ,Mozambique,22.98
MAR,Morocco,23.03
NIC,Nicaragua,23.13
MAR,Morocco,23.17
SOM,Somalia,23.32
LSO,Lesotho,23.51
SOM,Somalia,23.55
TTO,Trinidad and Tobago,23.57
NIC,Nicaragua,23.62
BWA,Botswana,23.65
BWA,Botswana,23.68
GEO,Georgia,23.7
BWA,Botswana,23.8
MEX,Mexico,23.8
NIC,Nicaragua,23.97
MEX,Mexico,24.08
CHL,Chile,24.09
MEX,Mexico,24.11
MNE,Montenegro,24.27
KOR,Republic of Korea,24.31
POL,Poland,24.33
AZE,Azerbaijan,24.38
KEN,Kenya,24.4
VNM,Viet Nam,24.51
TZA,United Republic of Tanzania,24.53
BRB,Barbados,24.55
ZWE,Zimbabwe,24.62
PHL,Philippines,24.63
BGR,Bulgaria,24.77
MNE,Montenegro,24.94
KOR,Republic of Korea,24.94
BRB,Barbados,24.99
KOR,Republic of Korea,25.03
ZWE,Zimbabwe,25.22
KGZ,Kyrgyzstan,25.29
KHM,Cambodia,25.3
BOL,Bolivia (Plurinational State of),25.35
POL,Poland,25.48
ZWE,Zimbabwe,25.52
UZB,Uzbekistan,25.59
GUY,Guyana,25.78
KHM,Cambodia,25.83
NAM,Namibia,25.85
ZAF,South Africa,26.07
BOL,Bolivia (Plurinational State of),26.29
PER,Peru,26.3
SUR,Suriname,26.41
KAZ,Kazakhstan,26.64
KEN,Kenya,26.8
TUN,Tunisia,26.99
TZA,United Republic of Tanzania,27.02
TUN,Tunisia,27.33
MWI,Malawi,27.46
HND,Honduras,27.46
HND,Honduras,27.51
HND,Honduras,27.54
KEN,Kenya,27.55
BOL,Bolivia (Plurinational State of),27.6
SRB,Serbia,27.65
TZA,United Republic of Tanzania,27.83
TUN,Tunisia,28.09
ARM,Armenia,28.29
KHM,Cambodia,28.32
THA,Thailand,28.52
MWI,Malawi,28.55
BIH,Bosnia and Herzegovina,28.65
SRB,Serbia,28.67
MWI,Malawi,28.76
GEO,Georgia,28.78
SRB,Serbia,29.02
SUR,Suriname,29.28
ZMB,Zambia,29.56
LBN,Lebanon,29.6
ETH,Ethiopia,29.68
DZA,Algeria,29.69
KGZ,Kyrgyzstan,29.73
THA,Thailand,29.88
PER,Peru,30.01
DZA,Algeria,30.21
UZB,Uzbekistan,30.27
ETH,Ethiopia,30.32
LBN,Lebanon,30.32
LBN,Lebanon,30.33
STP,Sao Tome and Principe,30.39
STP,Sao Tome and Principe,30.57
ETH,Ethiopia,30.57
ZMB,Zambia,30.65
STP,Sao Tome and Principe,30.78
MKD,The former Yugoslav Republic of Macedonia,30.79
SLV,El Salvador,30.88
SLV,El Salvador,30.91
SLV,El Salvador,30.97
ZMB,Zambia,31.21
THA,Thailand,31.98
DZA,Algeria,32.05
GTM,Guatemala,32.23
GTM,Guatemala,32.47
JOR,Jordan,32.47
BIH,Bosnia and Herzegovina,32.49
PER,Peru,32.56
MMR,Myanmar,32.73
GTM,Guatemala,32.8
MMR,Myanmar,32.86
JOR,Jordan,33.01
MNG,Mongolia,33.08
ERI,Eritrea,33.27
SSD,South Sudan,33.29
MMR,Myanmar,33.45
DJI,Djibouti,33.47
SSD,South Sudan,33.52
SSD,South Sudan,33.55
DJI,Djibouti,33.56
DJI,Djibouti,33.56
TJK,Tajikistan,34.02
BEN,Benin,34.18
IRN,Iran (Islamic Republic of),34.34
IRN,Iran (Islamic Republic of),34.72
SYR,Syrian Arab Republic,34.81
BTN,Bhutan,34.9
ERI,Eritrea,34.93
AGO,Angola,35
IRN,Iran (Islamic Republic of),35.01
MKD,The former Yugoslav Republic of Macedonia,35.1
BIH,Bosnia and Herzegovina,35.45
ERI,Eritrea,35.55
BTN,Bhutan,35.66
AGO,Angola,35.69
BTN,Bhutan,35.79
TUR,Turkey,35.9
BDI,Burundi,35.96
AGO,Angola,36.01
TKM,Turkmenistan,36.02
BEN,Benin,36.05
BDI,Burundi,36.11
UZB,Uzbekistan,36.15
TUR,Turkey,36.29
GAB,Gabon,36.45
SYR,Syrian Arab Republic,36.52
BDI,Burundi,36.53
ARM,Armenia,36.63
TUR,Turkey,36.93
GAB,Gabon,37.09
TJK,Tajikistan,37.37
GAB,Gabon,37.55
LBY,Libya,37.63
BEN,Benin,37.71
GNQ,Equatorial Guinea,38.31
GNQ,Equatorial Guinea,38.4
TGO,Togo,38.48
RWA,Rwanda,38.63
PRK,Democratic People's Republic of Korea,38.74
RWA,Rwanda,38.92
RWA,Rwanda,39.01
GNQ,Equatorial Guinea,39.06
JOR,Jordan,39.08
TGO,Togo,39.2
UGA,Uganda,39.48
MKD,The former Yugoslav Republic of Macedonia,39.99
UGA,Uganda,40.03
SDN,Sudan,40.25
SDN,Sudan,40.29
SDN,Sudan,40.39
LBY,Libya,40.39
TGO,Togo,40.59
COG,Congo,40.63
CAF,Central African Republic,41.3
COD,Democratic Republic of the Congo,41.37
PRK,Democratic People's Republic of Korea,41.44
CAF,Central African Republic,41.46
CAF,Central African Republic,41.52
LBY,Libya,41.56
OMN,Oman,41.6
COG,Congo,41.7
MNG,Mongolia,41.7
ARE,United Arab Emirates,41.81
COD,Democratic Republic of the Congo,41.98
UGA,Uganda,42.1
PRK,Democratic People's Republic of Korea,42.4
COG,Congo,42.84
COD,Democratic Republic of the Congo,43.01
YEM,Yemen,43.33
OMN,Oman,43.43
NGA,Nigeria,43.73
LBR,Liberia,44.05
SYR,Syrian Arab Republic,44.08
GHA,Ghana,44.26
ARE,United Arab Emirates,44.35
LBR,Liberia,44.5
YEM,Yemen,44.61
OMN,Oman,44.86
LBR,Liberia,44.98
ARE,United Arab Emirates,45.23
YEM,Yemen,45.3
GIN,Guinea,46.14
SLE,Sierra Leone,46.47
GHA,Ghana,46.58
CIV,Côte d’Ivoire,46.61
GIN,Guinea,46.78
SLE,Sierra Leone,47.35
CHN,China,47.54
GHA,Ghana,47.59
GNB,Guinea-Bissau,47.65
CIV,Côte d’Ivoire,47.66
GNB,Guinea-Bissau,48.16
GIN,Guinea,48.2
BFA,Burkina Faso,48.27
GNB,Guinea-Bissau,48.78
CIV,Côte d’Ivoire,48.82
SLE,Sierra Leone,49.03
BFA,Burkina Faso,49.53
ARM,Armenia,49.53
TJK,Tajikistan,49.71
BFA,Burkina Faso,49.81
SWE,Sweden,5.72
CHN,China,50.64
AFG,Afghanistan,52.37
PAK,Pakistan,52.46
GMB,Gambia,53.27
CHN,China,53.53
NGA,Nigeria,54.09
PAK,Pakistan,54.37
GMB,Gambia,54.49
AFG,Afghanistan,54.67
GMB,Gambia,55.21
IND,India,56.17
IRQ,Iraq,56.49
KWT,Kuwait,56.57
SEN,Senegal,56.59
SEN,Senegal,56.92
BGD,Bangladesh,56.99
SEN,Senegal,57.21
PAK,Pakistan,57.33
TCD,Chad,57.68
CMR,Cameroon,57.98
TCD,Chad,58.46
IRQ,Iraq,58.65
MLI,Mali,58.84
CMR,Cameroon,58.97
MLI,Mali,59.39
MLI,Mali,59.77
CMR,Cameroon,59.94
FIN,Finland,6.19
CAN,Canada,6.27
SWE,Sweden,6.3
NZL,New Zealand,6.53
SWE,Sweden,6.61
AUS,Australia,6.63
FIN,Finland,6.66
EST,Estonia,6.78
NZL,New Zealand,6.87
ISL,Iceland,6.91
ISL,Iceland,6.91
ISL,Iceland,6.91
NZL,New Zealand,6.95
IRQ,Iraq,60.41
BGD,Bangladesh,60.54
EGY,Egypt,60.59
BHR,Bahrain,61.46
MNG,Mongolia,61.48
BGD,Bangladesh,61.7
SAU,Saudi Arabia,62.03
NGA,Nigeria,62.09
TCD,Chad,62.11
BHR,Bahrain,62.6
BHR,Bahrain,62.61
IND,India,62.68
KWT,Kuwait,62.92
SAU,Saudi Arabia,63.34
AFG,Afghanistan,63.35
CPV,Cabo Verde,64.2
CPV,Cabo Verde,64.29
CPV,Cabo Verde,64.67
EGY,Egypt,65.27
KWT,Kuwait,65.39
EGY,Egypt,65.86
SAU,Saudi Arabia,66.78
NPL,Nepal,67.41
NPL,Nepal,69.52
MRT,Mauritania,69.54
NRU,Nauru,7.13
NRU,Nauru,7.13
NOR,Norway,7.22
TUV,Tuvalu,7.42
TUV,Tuvalu,7.42
FIN,Finland,7.46
PLW,Palau,7.49
EST,Estonia,7.54
AUS,Australia,7.6
PLW,Palau,7.64
PLW,Palau,7.7
AUS,Australia,7.76
COK,Cook Islands,7.78
COK,Cook Islands,7.78
USA,United States of America,7.8
BRN,Brunei Darussalam,7.85
BRN,Brunei Darussalam,7.93
EST,Estonia,7.94
NOR,Norway,7.94
IND,India,70.18
MRT,Mauritania,71.57
QAT,Qatar,73.49
MRT,Mauritania,73.66
NPL,Nepal,74.53
NER,Niger,75.78
NER,Niger,78.54
NER,Niger,79.04
NIU,Niue,8.01
NIU,Niue,8.01
CAN,Canada,8.13
BRN,Brunei Darussalam,8.33
CAN,Canada,8.51
NRU,Nauru,8.54
KNA,Saint Kitts and Nevis,8.61
IRL,Ireland,8.61
KNA,Saint Kitts and Nevis,8.64
KNA,Saint Kitts and Nevis,8.69
PRT,Portugal,8.71
SMR,San Marino,8.89
SMR,San Marino,8.89
NOR,Norway,8.89
URY,Uruguay,8.92
USA,United States of America,8.94
QAT,Qatar,81.72
QAT,Qatar,82.66
PRT,Portugal,9.14
URY,Uruguay,9.17
URY,Uruguay,9.19
USA,United States of America,9.2
RUS,Russian Federation,9.27
GBR,United Kingdom of Great Britain and Northern Ireland,9.4
MUS,Mauritius,9.41
IRL,Ireland,9.44
ESP,Spain,9.59
LUX,Luxembourg,9.94
PRT,Portugal,9.95
AND,Andorra,9.96
IRL,Ireland,9.99
MHL,Marshall Islands,10.09
MHL,Marshall Islands,10.09
PRT,Portugal,10.19
NOR,Norway,10.21
FSM,Micronesia (Federated States of),10.28
TON,Tonga,10.32
FJI,Fiji,10.37
VUT,Vanuatu,10.38
FSM,Micronesia (Federated States of),10.41
GBR,United Kingdom of Great Britain and Northern Ireland,10.44
SLB,Solomon Islands,10.45
WSM,Samoa,10.46
IRL,Ireland,10.46
TON,Tonga,10.48
MUS,Mauritius,10.52
SLB,Solomon Islands,10.54
ESP,Spain,10.55
PNG,Papua New Guinea,10.55
VUT,Vanuatu,10.58
FSM,Micronesia (Federated States of),10.61
WSM,Samoa,10.62
PNG,Papua New Guinea,10.65
JPN,Japan,10.76
WSM,Samoa,10.77
KIR,Kiribati,10.77
MDV,Maldives,10.79
FJI,Fiji,10.81
KIR,Kiribati,10.85
TON,Tonga,10.89
AND,Andorra,10.99
IRL,Ireland,11.08
KIR,Kiribati,11.09
LUX,Luxembourg,11.11
FJI,Fiji,11.14
PRT,Portugal,11.15
CHE,Switzerland,11.22
MDV,Maldives,11.24
VUT,Vanuatu,11.29
RUS,Russian Federation,11.33
ARG,Argentina,11.35
SLB,Solomon Islands,11.35
ARG,Argentina,11.64
BEL,Belgium,11.75
LTU,Lithuania,11.91
MYS,Malaysia,11.94
